epoch,train_loss,val_loss
730,-10118.110012870304,-9957.537231445312
731,-10128.651051074783,
732,-10060.214335711706,
733,-10098.96680251987,
734,-10178.126303964957,
735,-10094.904725885115,-10031.357727050781
736,-10085.678806900289,
737,-10178.965193731936,
738,-9983.47559158237,
739,-9957.810236407153,
740,-9947.884302745664,-10024.805969238281
741,-10114.137915462428,
742,-10032.71584289198,
743,-10051.303027908238,
744,-10129.108358923411,
745,-10160.196102781792,-9991.614135742188
746,-10109.317106213874,
747,-10099.678394824783,
748,-10192.185462201951,
749,-10128.095042675217,
750,-10191.87506209357,-10016.253784179688
751,-10087.282960395592,
752,-10135.778783191836,
753,-10041.729215588874,
754,-10119.83589234104,
755,-10118.034890941113,-10049.699096679688
756,-10078.946627754696,
757,-10187.96286804552,
758,-10122.183887283238,
759,-10166.0342361362,
760,-10177.17291930094,-10064.007568359375
761,-10183.679241555275,
762,-10137.141178197255,
763,-10156.474372290462,
764,-10143.362609510477,
765,-10176.998633941474,-10038.15771484375
766,-10117.612682893787,
767,-9969.943201318642,
768,-9968.256418217125,
769,-10132.12602736633,
770,-10063.90720962789,-9983.217407226562
771,-10108.754786849711,
772,-10175.774521315028,
773,-10150.944866555275,
774,-10128.768374051662,
775,-10179.78431516438,-10089.894165039062
776,-10233.188803964957,
777,-10150.821938222543,
778,-10154.38380035224,
779,-10205.684118722904,
780,-10139.175510296243,-10021.1435546875
781,-10215.116927835983,
782,-10163.897291591402,
783,-10153.114037662572,
784,-10214.452854046243,
785,-10189.115798861994,-10073.036010742188
786,-10219.561190390174,
787,-10150.19631164198,
788,-10248.780691157875,
789,-10089.415405979047,
790,-10244.73435242052,-10073.230590820312
791,-10195.915315661126,
792,-10168.976105265534,
793,-10200.82319138367,
794,-10181.353188222543,
795,-10134.531357252528,-10167.11328125
796,-10238.98912798049,
797,-10156.939537798049,
798,-10200.283925668353,
799,-10202.456664333453,
800,-10213.398759257587,-10154.341674804688
801,-10257.582810242053,
802,-10205.531018560332,
803,-10235.41508986633,
804,-10187.967683119581,
805,-10044.84088805094,-9991.402160644531
806,-10179.311308932442,
807,-10240.688775740608,
808,-10132.660703802385,
809,-10167.352962427745,
810,-10201.63767837789,-9986.629150390625
811,-10224.932346233743,
812,-10136.513214640534,
813,-10266.593168578396,
814,-10165.984595149928,
815,-10225.80666320448,-10036.857482910156
816,-10257.295791184972,
817,-10202.395011063945,
818,-10039.004222362717,
819,-10310.910658643425,
820,-10202.613247380781,-10058.585632324219
821,-10244.303027908238,
822,-10233.990087608381,
823,-10228.133168126806,
824,-10322.987598220738,
825,-10300.429343162934,-10106.650512695312
826,-10280.551436054913,
827,-10259.25970353143,
828,-10203.354672823338,
829,-10248.197039830202,
830,-10278.111740200506,-9990.311889648438
831,-10253.336112490968,
832,-10283.576679913294,
833,-10189.934090498555,
834,-10266.556053558526,
835,-10287.749604859104,-10028.895263671875
836,-10297.700155798411,
837,-10277.824467124277,
838,-10174.710181087428,
839,-10343.748419436417,
840,-10300.686975027096,-10083.957702636719
841,-10155.039660856213,
842,-10282.507157695087,
